Record ID,Robot Name,Description,Manufacturer,Robot Type,Form Factor,Commercial Status,Official Website,Source,Source URL,Website Verified
robot:teamrobotoai/dynominion,dynominion,"A ROS 2–based open-source Autonomous Mobile Robot platform featuring 80 kg payload capacity, robotic arm integration, and modular hardware for robotics education and applied research.",TeamRobotoAI,Industrial Arm,,Research Platform,https://github.com/TeamRobotoAI/dynominion,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:kishore-saravanan/warehouse-automation,warehouse-automation,Warehouse Automation using Autonomous Mobile Robot and RFID system,kishore-saravanan,Mobile Robot (AMR),,Research Platform,https://github.com/kishore-saravanan/warehouse-automation,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:toshikinakamura0412/amr_navigation_ros,amr_navigation_ros,A 2D navigation metapackage for AMR (Autonomous Mobile Robot),ToshikiNakamura0412,Mobile Robot (AMR),,Research Platform,https://github.com/ToshikiNakamura0412/amr_navigation_ros,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:grupo-semear-usp/work_2025,Work_2025,Project developed for the RoboCup@Work 2025 autonomous mobile robotics competition by RMA - Semear.,Grupo-SEMEAR-USP,Mobile Robot (AMR),,Research Platform,https://github.com/Grupo-SEMEAR-USP/Work_2025,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:madhubabugopisetti/ros2_nexus_amr,ROS2_NEXUS_AMR,"Autonomous mobile robot - capable of mapping, localization, and goal-based navigation using a differential-drive platform",madhubabugopisetti,Industrial Arm,,Research Platform,https://github.com/madhubabugopisetti/ROS2_NEXUS_AMR,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:devasnai/electro-horchataspuzzlebot,Electro-HorchatasPuzzleBot,Design and implementation of an autonomous mobile robot that travels across a track with traffic signals and traffic lights.,DevasNAI,Mobile Robot (AMR),,Research Platform,https://github.com/DevasNAI/Electro-HorchatasPuzzleBot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:rcilab/rci_mobile_navigation_tr,RCI_mobile_navigation_tr,This repository contains the official ROS 2 software stack for the Autonomous Mobile Robot (AMR) platform developed by T-Robotics.,RCILab,Mobile Robot (AMR),,Research Platform,https://github.com/RCILab/RCI_mobile_navigation_tr,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:diegotiozzo21/friulbot_dataset,FRIULBOT_DATASET,This open-source dataset that can be used to test and develop novel SLAM algorithms and mapping techniques for autonomous mobile robots in vineyards.,diegotiozzo21,Mobile Robot (AMR),,Research Platform,https://github.com/diegotiozzo21/FRIULBOT_DATASET,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:nmatsui/robot_simulator_rust,robot_simulator_rust,A simulator of an autonomous mobile robot which estimates its pose by using Extended Kalman Filter and calculates control input by using Dynamic Window Approach.,nmatsui,Mobile Robot (AMR),,Research Platform,https://github.com/nmatsui/robot_simulator_rust,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:gradvizor/glitch-amr,glitch-amr,"# Glitch: Ground-up rebuild of an autonomous mobile robot — EKF-fused SLAM navigation, micro-ROS motor control, and a redesigned chassis, all running on ROS2 Humble in Docker.",GradVizor,Mobile Robot (AMR),,Research Platform,https://github.com/GradVizor/glitch-amr,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:noureldien/uva-amr-2018,UvA-AMR-2018,Repository to host the assignments and material of the practical sessions for Autonomous Mobile Robots (AMR) conducted at the University of Amsterdam for the academic year 2017/2018,noureldien,Mobile Robot (AMR),,Research Platform,https://github.com/noureldien/UvA-AMR-2018,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:mkner/robo-pid,robo-pid,RoboPID is a PID controller designed for Autonomous Mobile Robotics to handle the combined kinematic and dynamic complexity of differential drive linear and lateral wheeled motion control. The controller implements timestep integration and can be used in discretized time regulators.,mkner,Mobile Robot (AMR),,Commercial Product,https://pypi.org/project/robo-pid,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22autonomous+mobile+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:pantor/frankx,frankx,High-Level Motion Library for Collaborative Robots,pantor,Physical Robot Platform,,Commercial Product,https://pantor.github.io/frankx,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:ifra-cranfield/ros2_robotsimulation,ros2_RobotSimulation,ROS2.0 Foxy and Humble repositories which provide ready-to-use ROS2.0 Gazebo + MoveIt!2 simulation packages for different Industrial and Collaborative Robots.,IFRA-Cranfield,Physical Robot Platform,,Research Platform,https://github.com/IFRA-Cranfield/ros2_RobotSimulation,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:ifra-cranfield/ros2_simrealrobotcontrol,ros2_SimRealRobotControl,This repository provides ready-to-use ROS2 (Humble) packages to execute simple programs and sequences and control different Industrial and Collaborative Robots using ROS 2.,IFRA-Cranfield,Physical Robot Platform,,Research Platform,https://github.com/IFRA-Cranfield/ros2_SimRealRobotControl,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:icube-robotics/iiwa_ros2,iiwa_ros2,ROS2 stack for KUKA iiwa collaborative robots,ICube-Robotics,Industrial Arm,,Research Platform,https://github.com/ICube-Robotics/iiwa_ros2,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:avinashsen707/auboi5-d435-ros-dope,AUBOi5-D435-ROS-DOPE,Aubo i5 Dual Arm Collaborative Robot - RealSense D435 - 3D Object Pose Estimation - ROS,avinashsen707,Industrial Arm,,Commercial Product,https://avinashsen707.github.io,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:mhuasong/aubo-robot-on-ros,AUBO-Robot-on-ROS,Simulation Of AUBO Collaborative Robot On ROS Step by Step,mhuasong,Physical Robot Platform,,Research Platform,https://github.com/mhuasong/AUBO-Robot-on-ROS,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:biulab-buaa/airsimag,AirSimAG,A High-Fidelity Simulation Platform for Aerial-Ground Collaborative Robotics Based on AirSim,BIULab-BUAA,Autonomous Drone,,Research Platform,https://github.com/BIULab-BUAA/AirSimAG,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:fair-innovation/frcobot_ros2,frcobot_ros2,FR collaborative robot ROS2 development platform,FAIR-INNOVATION,Physical Robot Platform,,Research Platform,https://github.com/FAIR-INNOVATION/frcobot_ros2,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:monkeyrom/3d_object_detection_and_pose_estimation_for_automated_bin-picking_application,3D_Object_Detection_and_Pose_Estimation_for_Automated_Bin-Picking_Application,This project presents a hybrid vision-based bin-picking system for collaborative robots. It combines deep learning (YOLOv5) for coarse object detection and classical computer vision algorithms (FAST + BRISK) for precise pose estimation. The system is implemented using the ROS and a low-cost Intel RealSense D435i depth camera.,monkeyrom,Industrial Arm,,Research Platform,https://github.com/monkeyrom/3D_Object_Detection_and_Pose_Estimation_for_Automated_Bin-Picking_Application,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:swri-robotics/collaborative-robotic-sanding,collaborative-robotic-sanding,Collaborative Robotic Sanding Application,swri-robotics,Physical Robot Platform,,Research Platform,https://github.com/swri-robotics/collaborative-robotic-sanding,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:mitsubishi-electric-asia/melfa_ros2_driver,melfa_ros2_driver,Mitsubishi Electric Industrial & Collaborative Robot MELFA ROS2 Driver,Mitsubishi-Electric-Asia,Physical Robot Platform,,Research Platform,https://github.com/Mitsubishi-Electric-Asia/melfa_ros2_driver,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:alibaba/collabobot,collabobot,"A collaborate robot for GitHub open source repositories. Auto weekly report, auto issue label, auto issue translation, etc.",alibaba,Physical Robot Platform,,Research Platform,https://github.com/alibaba/collabobot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:liangyuwei/sign_language_robot,sign_language_robot,"Dynamic Movement Primitive based Motion Retargeting, along with the sign language robot constituted by ABB's YuMi dual-arm collaborative robot and Inspire Robotics' multi-fingered hands.",liangyuwei,Industrial Arm,,Research Platform,https://github.com/liangyuwei/sign_language_robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:source-robotics/par6-collaborative-robot-arm,PAR6-Collaborative-Robot-Arm,"PAR6 is state of the art open source robotic arm with focus on Education, R&D and AI",Source-Robotics,Industrial Arm,,Commercial Product,https://source-robotics.com,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:fair-innovation/fairino-python-sdk,fairino-python-sdk,Python language SDK library specially designed for fairino collaborative robots.,FAIR-INNOVATION,Physical Robot Platform,,Research Platform,https://github.com/FAIR-INNOVATION/fairino-python-sdk,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:xdudn-lab/mobile_manipulator,mobile_manipulator,"As a new type of collaborative robot, the mobile manipulator has received extensive attention from more and more scholars. The repository takes the mobile manipulator system composed of the bulldog (mobile platform) and the franka panda (7-DoF redundant manipulator) as the research object, and implemented multiple demos.",XDUDN-Lab,Quadruped Robot,,Commercial Product,https://github.com/XDUDN-Lab/mobile_manipulator,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:robofit/arcor2,arcor2,Solution for end-user programming of (collaborative) robots using Augmented Reality. From AR to Python and back!,robofit,Physical Robot Platform,,Research Platform,https://github.com/robofit/arcor2,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:mit-acl/tcaff,tcaff,[ICRA 2025] TCAFF: a multiple hypothesis algorithm for aligning coordinate frames of collaborative robots,mit-acl,Physical Robot Platform,,Research Platform,https://github.com/mit-acl/tcaff,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:una-auxme/ros2smolvla_docker,ros2smolvla_docker,Docker container definitions for running the LeRobot Framework on the Universal Robotics family of collaborative robots,una-auxme,Physical Robot Platform,,Commercial Product,https://una-auxme.github.io/en/projects/ros2smolvla,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:samuelesandrini/skeleton_trajectory,skeleton_trajectory,"Package (ROS 1 & ROS 2) for human keypoints identification, 3D reconstruction, tracking, and filtering in collaborative robotics.",SamueleSandrini,Physical Robot Platform,,Research Platform,https://github.com/SamueleSandrini/skeleton_trajectory,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:yahboomtechnology/jetcobot,JetCobot,JetCobot 7-axis visual collaborative robotic arm for Jetson NANO 4GB/Orin NANO/Orin NX,YahboomTechnology,Industrial Arm,,Commercial Product,https://category.yahboom.net/products/jetcobot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:chuankepang/dual-arm,dual-arm,"Description, communication, planning, and control of dual-UR10e collaborative robot.",chuankepang,Industrial Arm,,Research Platform,https://github.com/chuankepang/dual-arm,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:fair-innovation/fairino-cpp-sdk,fairino-cpp-sdk,C++ language SDK library specially designed for fairino collaborative robots.,FAIR-INNOVATION,Physical Robot Platform,,Research Platform,https://github.com/FAIR-INNOVATION/fairino-cpp-sdk,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:henryhcliu/compliant-grabbing-of-dexterous-hand-in-complex-scenarios-for-a-visual-guided-collaborative-robot,Compliant-Grabbing-of-Dexterous-Hand-in-Complex-Scenarios-for-a-Visual-Guided-Collaborative-Robot,This repository contains the necessary codes driving the InspireHand Dexterous Hand (right one) to open and close based on the feedback of force sensors mounted on every DoF. ,henryhcliu,Physical Robot Platform,,Research Platform,https://github.com/henryhcliu/Compliant-Grabbing-of-Dexterous-Hand-in-Complex-Scenarios-for-a-Visual-Guided-Collaborative-Robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
robot:0aqz0/yumi-gym,yumi-gym,gym env for collaborative robot yumi with pybullet,0aqz0,Physical Robot Platform,,Research Platform,https://github.com/0aqz0/yumi-gym,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22collaborative+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,False
