id,entity_type,name,description,official_url,repository_url,provider,model_family,architecture,parameter_count,context_length,modalities,license,open_weights,source_name,source_url,website_status,logo_status,quality_score,updated_at
model:foundationvision/glee,MODEL,GLEE,[CVPR2024 Highlight]GLEE: General Object Foundation Model for Images and Videos at Scale,https://glee-vision.github.io,https://github.com/foundationvision/glee,FoundationVision,,,,,,MIT,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:idea-research/grounding-dino-1.5-api,MODEL,Grounding-DINO-1.5-API,Grounding DINO 1.5: IDEA Research's Most Capable Open-World Object Detection Model Series,https://arxiv.org/abs/2405.10300,https://github.com/idea-research/grounding-dino-1.5-api,IDEA-Research,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:opengvlab/videomaev2,MODEL,VideoMAEv2,[CVPR 2023] VideoMAE V2: Scaling Video Masked Autoencoders with Dual Masking,https://arxiv.org/abs/2303.16727,https://github.com/opengvlab/videomaev2,OpenGVLab,,,,,,MIT,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:opendrivelab/driveagi,MODEL,DriveAGI,[CVPR 2024 Highlight] GenAD: Generalized Predictive Model for Autonomous Driving ,https://opendrivelab.com/AutonomousDriving,https://github.com/opendrivelab/driveagi,OpenDriveLab,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:mahmoodlab/uni,MODEL,UNI,Pathology Foundation Model - Nature Medicine,,https://github.com/mahmoodlab/uni,mahmoodlab,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:ailab-cvc/seed,MODEL,SEED,Official implementation of SEED-LLaMA (ICLR 2024).,https://ailab-cvc.github.io/seed,https://github.com/ailab-cvc/seed,AILab-CVC,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:mahmoodlab/trident,MODEL,TRIDENT,Toolkit for large-scale whole-slide image processing. ,https://trident-docs.readthedocs.io,https://github.com/mahmoodlab/trident,mahmoodlab,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:clay-foundation/model,MODEL,model,The Clay Foundation Model - An open source AI model and interface for Earth,https://clay-foundation.github.io/model,https://github.com/clay-foundation/model,Clay-foundation,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:mahmoodlab/conch,MODEL,CONCH,Vision-Language Pathology Foundation Model - Nature Medicine,,https://github.com/mahmoodlab/conch,mahmoodlab,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:vitae-transformer/remote-sensing-rvsa,MODEL,Remote-Sensing-RVSA,"The official repo for [TGRS'22] ""Advancing Plain Vision Transformer Towards Remote Sensing Foundation Model""",,https://github.com/vitae-transformer/remote-sensing-rvsa,ViTAE-Transformer,,,,,,MIT,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:opendrivelab/openscene,MODEL,OpenScene,3D Occupancy Prediction Benchmark in Autonomous Driving,,https://github.com/opendrivelab/openscene,OpenDriveLab,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:cambridgeltl/visual-med-alpaca,MODEL,visual-med-alpaca,"Visual Med-Alpaca is an open-source, multi-modal foundation model designed specifically for the biomedical domain, built on the LLaMa-7B. ",https://cambridgeltl.github.io/visual-med-alpaca,https://github.com/cambridgeltl/visual-med-alpaca,cambridgeltl,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:whu-sigma/hypersigma,MODEL,HyperSIGMA,"The official repo for [TPAMI'25] ""HyperSIGMA: Hyperspectral Intelligence Comprehension Foundation Model""",,https://github.com/whu-sigma/hypersigma,WHU-Sigma,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:spotify-research/llark,MODEL,llark,"Code for the paper ""LLark: A Multimodal Instruction-Following Language Model for Music"" by Josh Gardner, Simon Durand, Daniel Stoller, and Rachel Bittner.",https://storage.googleapis.com/music2text-public/index.html,https://github.com/spotify-research/llark,spotify-research,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:westlake-repl/recommendation-systems-without-explicit-id-features-a-literature-review,MODEL,Recommendation-Systems-without-Explicit-ID-Features-A-Literature-Review,Paper List of Pre-trained Foundation Recommender Models,,https://github.com/westlake-repl/recommendation-systems-without-explicit-id-features-a-literature-review,westlake-repl,,,,,,,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.8,2026-09-17T12:10:28.442604+00:00
model:wjq-learning/cbramod,MODEL,CBraMod,[ICLR 2025] CBraMod: A Criss-Cross Brain Foundation Model for EEG Decoding,https://openreview.net/forum?id=NPNUHgHF2w,https://github.com/wjq-learning/cbramod,wjq-learning,,,,,,MIT,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:zhanghm1995/forge_vfm4ad,MODEL,Forge_VFM4AD,"A comprehensive survey of forging vision foundation models for autonomous driving, including challenges, methodologies, and opportunities. ",,https://github.com/zhanghm1995/forge_vfm4ad,zhanghm1995,,,,,,,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.8,2026-09-17T12:10:28.442604+00:00
model:chao1224/moleculestm,MODEL,MoleculeSTM,"Multi-modal Molecule Structure-text Model for Text-based Editing and Retrieval, Nat Mach Intell 2023 (https://www.nature.com/articles/s42256-023-00759-6)",https://chao1224.github.io/MoleculeSTM,https://github.com/chao1224/moleculestm,chao1224,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:nvlabs/alpamayo2,MODEL,alpamayo2,NVIDIA Alpamayo 2 Super is an open 34B multi-task foundation model designed to supercharge autonomous vehicle development.,,https://github.com/nvlabs/alpamayo2,NVlabs,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:event-ahu/medical_image_analysis,MODEL,Medical_Image_Analysis,Foundation models based medical image analysis,,https://github.com/event-ahu/medical_image_analysis,Event-AHU,,,,,,BSD-3-Clause,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:med-air/endo-fm,MODEL,Endo-FM,[MICCAI'23] Foundation Model for Endoscopy Video Analysis via Large-scale Self-supervised Pre-train,,https://github.com/med-air/endo-fm,med-air,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:co-me-tokens/come,MODEL,CoMe,"[CVPR 26] Release repo of our work ""Co-Me: Confidence-Guided Token Merging for Visual Geometric Transformers""",https://co-me-tokens.github.io,https://github.com/co-me-tokens/come,co-me-tokens,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:sap-samples/sap-rpt-1-oss,MODEL,sap-rpt-1-oss,"Implementation of the sap-rpt-1-oss deep learning model with inference pipeline as described in the paper ""ConTextTab: A Semantics-Aware Tabular In-Context Learner"".",,https://github.com/sap-samples/sap-rpt-1-oss,SAP-samples,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:westlake-repl/pixelrec,MODEL,PixelRec,A  Large-scale Multimodal Dataset for recommender System,,https://github.com/westlake-repl/pixelrec,westlake-repl,,,,,,MIT,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:lbcb-sci/rinalmo,MODEL,RiNALMo,RiboNucleic Acid (RNA) Language Model,https://nature.com/articles/s41467-025-60872-5,https://github.com/lbcb-sci/rinalmo,lbcb-sci,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:siyuanyan1/panderm,MODEL,PanDerm,[Nature Medicine'25] A Multimodal Vision Foundation Model for Clinical Dermatology,,https://github.com/siyuanyan1/panderm,SiyuanYan1,,,,,,,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.8,2026-09-17T12:10:28.442604+00:00
model:mahmoodlab/mil-lab,MODEL,MIL-Lab,Feather - Lightweight supervised slide foundation models (ICML 2025),,https://github.com/mahmoodlab/mil-lab,mahmoodlab,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:sap-samples/btp-cap-genai-rag,MODEL,btp-cap-genai-rag,"Explore this repository for GenAI samples on SAP Business Technology Platform (SAP BTP). We provide examples for single and multitenant versions, showcasing integration of LLMs via SAP AI Core, LangChain in SAP CAP, and advanced techniques like Retrieval Augmented Generation (RAG).",https://discovery-center.cloud.sap/refArchDetail/ref-arch-open-ai,https://github.com/sap-samples/btp-cap-genai-rag,SAP-samples,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:birkhoffkiki/gpfm,MODEL,GPFM,The official implementation of GPFM,,https://github.com/birkhoffkiki/gpfm,birkhoffkiki,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:openmedlab/retfound_mae,MODEL,RETFound_MAE,RETFound - A foundation model for retinal image,,https://github.com/openmedlab/retfound_mae,openmedlab,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:naver/dune,MODEL,dune,"Code repository for ""DUNE: Distilling a Universal Encoder from Heterogeneous 2D and 3D Teachers""",https://europe.naverlabs.com/dune,https://github.com/naver/dune,naver,,,,,,,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.442604+00:00
model:chao1224/proteindt,MODEL,ProteinDT,"A Text-guided Protein Design Framework, Nat Mach Intell 2025 (https://www.nature.com/articles/s42256-025-01011-z)",https://chao1224.github.io/ProteinDT,https://github.com/chao1224/proteindt,chao1224,,,,,,MIT,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:sh0416/llama-classification,MODEL,llama-classification,Text classification with Foundation Language Model LLaMA,,https://github.com/sh0416/llama-classification,sh0416,,,,,,GPL-3.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:11yxk/sam-lst,MODEL,SAM-LST,Pytorch implementation of paper Ladder Fine-tuning approach for SAM integrating complementary network.,,https://github.com/11yxk/sam-lst,11yxk,,,,,,MIT,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:medsegx/medsegx-code,MODEL,MedSegX-code,[nature biomedical engineering 2025] Official code for paper: A generalist foundation model and database for open-world medical image segmentation (MedSegX),,https://github.com/medsegx/medsegx-code,MedSegX,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:siyuanyan1/derm1m,MODEL,Derm1M,[ICCV'25 Highlight] Derm1M: A Million‑Scale Vision‑Language Dataset Aligned with Clinical Ontology Knowledge for Dermatology,,https://github.com/siyuanyan1/derm1m,SiyuanYan1,,,,,,,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.8,2026-09-17T12:10:28.442604+00:00
model:westlake-repl/cryo-ief,MODEL,Cryo-IEF,A comprehensive foundation model for cryo-EM image processing,,https://github.com/westlake-repl/cryo-ief,westlake-repl,,,,,,MIT,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:chenhongruixuan/anydisastermapping,MODEL,AnyDisasterMapping,"Code Repo for Earth Observation for Disaster Mapping: Benchmarks, Methods, Challenges and Future Perspectives",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6725082,https://github.com/chenhongruixuan/anydisastermapping,ChenHongruixuan,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:alanlusun/general-keypoint-detection,MODEL,General-Keypoint-Detection,"A powerful yet practical General Keypoint Detection Transformer (GKDT) model, and a large-scale high-quality dataset MegaKPT that unifies 29 public datasets with over 1.3 million object instances [ECCV 2026]",,https://github.com/alanlusun/general-keypoint-detection,AlanLuSun,,,,,,,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.8,2026-09-17T12:10:28.442604+00:00
model:mobile-sensing-and-ubicomp-laboratory/normwear,MODEL,NormWear,A Foundation Model for Multivariate Wearable Sensing of Physiological Signals.,,https://github.com/mobile-sensing-and-ubicomp-laboratory/normwear,Mobile-Sensing-and-UbiComp-Laboratory,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:nyumedml/headct_foundation,MODEL,headCT_foundation,Foundation 3D ViT model for volumetric head CT - Nature Biomedical Engineering,,https://github.com/nyumedml/headct_foundation,NYUMedML,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:ratschlab/deepspotm,MODEL,DeepSpotM,Multimodal foundation model predicting transcriptome-wide virtual spatial transcriptomics from histology.,https://doi.org/10.64898/2026.06.19.26356060,https://github.com/ratschlab/deepspotm,ratschlab,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:bfeng14/actfound,MODEL,ActFound,Official implementation for ActFound (Nature Machine Intelligence): A bioactivity foundation model using pairwise meta-learning,,https://github.com/bfeng14/actfound,BFeng14,,,,,,GPL-3.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:sekeunkim/echofm,MODEL,EchoFM,Official repository for EchoFM: Foundation Model for Generalizable Echocardiogram Analysis,https://sekeunkim.github.io,https://github.com/sekeunkim/echofm,SekeunKim,,,,,,,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.442604+00:00
model:fajieyuan/sigir2021_conure,MODEL,SIGIR2021_Conure,Pre-training and Lifelong learning for User Embedding  and Recommender System,,https://github.com/fajieyuan/sigir2021_conure,fajieyuan,,,,,,,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.8,2026-09-17T12:10:28.442604+00:00
model:aristoteleo/tabula,MODEL,tabula,Single cell foundation model with federated tabular learning,,https://github.com/aristoteleo/tabula,aristoteleo,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:yalalab/pillar-pretrain,MODEL,pillar-pretrain,This repository contains the pretraining code for the Pillar-0 model.,,https://github.com/yalalab/pillar-pretrain,YalaLab,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:simonlee711/clinical_modernbert,MODEL,Clinical_ModernBERT,[arXiv 2025] Pre-training script for Clinical ModernBERT,,https://github.com/simonlee711/clinical_modernbert,Simonlee711,,,,,,MIT,True,GitHub Model Search,https://topic:foundation-model stars:>5,PROVIDER_PAGE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:dlcjfgmlnasa/synthsleepnet,MODEL,SynthSleepNet,[IEEE TCYB] Toward Foundational Model for Sleep Analysis Using a Multimodal Hybrid Self-Supervised Learning Framework,,https://github.com/dlcjfgmlnasa/synthsleepnet,dlcjfgmlnasa,,,,,,MIT,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:alan-turing-institute/robots-in-disguise,MODEL,robots-in-disguise,"Information and materials for the Turing's ""robots-in-disguise"" reading group on fundamental AI research.",,https://github.com/alan-turing-institute/robots-in-disguise,alan-turing-institute,,,,,,BSD-3-Clause,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:boevalab/cancerfoundation,MODEL,CancerFoundation,CancerFoundation: A single-cell RNA sequencing foundation model to decipher drug resistance in cancer,,https://github.com/boevalab/cancerfoundation,BoevaLab,,,,,,MIT,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:atlasanalyticslab/moozy,MODEL,MOOZY,[ECCV 2026] A Patient-First Foundation Model for Computational Pathology,https://atlasanalyticslab.github.io/MOOZY,https://github.com/atlasanalyticslab/moozy,AtlasAnalyticsLab,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:sbrussee/pathbench-mil,MODEL,PathBench-MIL,"PathBench-MIL: A comprehensive, flexible Benchmarking / AutoML framework for multiple instance learning in Histopathology",,https://github.com/sbrussee/pathbench-mil,Sbrussee,,,,,,GPL-3.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:loopmind-ai/loopquest,MODEL,loopquest,A Production Tool for Embodied AI,https://loopquest.ai,https://github.com/loopmind-ai/loopquest,LoopMind-AI,,,,,,Apache-2.0,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
model:fareedkhan-dev/timesfm-from-scratch,MODEL,timesfm-from-scratch,From-scratch reimplementation of Google TimesFM (time-series foundation model) plus the full pretraining pipeline Google never open-sourced. Trained and honestly evaluated at 70M.,https://medium.com/@fareedkhandev/building-a-200m-parameter-time-series-forecasting-llm-from-scratch-a99ec624ba15,https://github.com/fareedkhan-dev/timesfm-from-scratch,FareedKhan-dev,,,,,,NOASSERTION,True,GitHub Model Search,https://topic:foundation-model stars:>5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:10:28.442604+00:00
